id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,profit_margin_percentage,discount_impact_category,total_sales_city
188,"Standard Class",Corporate,"United States","Grand Prairie",Texas,75051,Central,"Office Supplies",Storage,37.22,3,0.20,3.72,9.99,"Positive Impact",1012.49
189,"Standard Class",Corporate,"United States","Grand Prairie",Texas,75051,Central,"Office Supplies",Paper,20.02,3,0.20,6.26,31.27,"Positive Impact",1012.49
190,"First Class","Home Office","United States","New York City","New York",10035,East,Furniture,Bookcases,899.14,4,0.20,112.39,12.50,"Positive Impact",256368.12
191,"First Class","Home Office","United States","New York City","New York",10035,East,Technology,Phones,71.76,6,0.00,20.09,28.00,"No Discount",256368.12
192,"First Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Paper,51.84,8,0.00,24.88,47.99,"No Discount",256368.12
193,"First Class","Home Office","United States","New York City","New York",10035,East,Furniture,Bookcases,626.35,3,0.20,46.98,7.50,"Positive Impact",256368.12
194,"First Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Art,19.90,5,0.00,6.57,33.02,"No Discount",256368.12
195,"Standard Class",Corporate,"United States",Redlands,California,92374,West,"Office Supplies",Envelopes,14.28,7,0.00,6.71,46.99,"No Discount",2891.02
196,"Standard Class",Consumer,"United States",Hamilton,Ohio,45011,East,"Office Supplies",Art,7.41,2,0.20,1.20,16.19,"Positive Impact",328.23
197,"Standard Class",Consumer,"United States",Hamilton,Ohio,45011,East,"Office Supplies",Art,6.05,3,0.20,1.59,26.28,"Positive Impact",328.23
198,"Standard Class","Home Office","United States",Westfield,"New Jersey",7090,East,"Office Supplies",Storage,46.26,3,0.00,12.03,26.01,"No Discount",519.72
199,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Binders,2.95,2,0.70,-2.26,-76.61,"Negative Impact",109077.09
200,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,16.06,3,0.20,5.82,36.24,"Positive Impact",109077.09
201,"Standard Class",Consumer,"United States",Akron,Ohio,44312,East,"Office Supplies",Paper,21.74,3,0.20,6.80,31.28,"Positive Impact",2729.99
202,"First Class",Consumer,"United States",Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.50,-161.88,-74.00,"Negative Impact",12198.78
203,"First Class",Consumer,"United States",Denver,Colorado,80219,West,"Office Supplies",Appliances,2.60,1,0.20,0.29,11.15,"Positive Impact",12198.78
204,"Second Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Appliances,66.28,2,0.80,-178.97,-270.02,"Negative Impact",20131.90
205,"Standard Class",Corporate,"United States",Franklin,Tennessee,37064,South,Furniture,Furnishings,35.17,7,0.20,9.67,27.50,"Positive Impact",11257.03
206,"Standard Class",Consumer,"United States",Whittier,California,90604,West,Technology,Phones,444.77,4,0.20,44.48,10.00,"Positive Impact",444.77
207,"Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Storage,83.92,4,0.00,5.87,6.99,"No Discount",395.86
208,"Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.00,35.63,27.00,"No Discount",395.86
209,"Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Binders,15.92,4,0.00,7.48,46.98,"No Discount",395.86
210,"Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Fasteners,52.29,9,0.00,16.21,31.00,"No Discount",395.86
211,"Standard Class",Consumer,"United States",Saginaw,Michigan,48601,Central,"Office Supplies",Storage,91.99,1,0.00,3.68,4.00,"No Discount",395.86
212,"Second Class",Corporate,"United States",Dallas,Texas,75220,Central,Technology,Accessories,20.80,2,0.20,6.50,31.25,"Positive Impact",20131.90
213,"Standard Class",Corporate,"United States",Medina,Ohio,44256,East,"Office Supplies",Labels,23.68,2,0.20,8.88,37.50,"Positive Impact",2477.71
214,"Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.50,-244.32,-54.00,"Negative Impact",2477.71
215,"Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Technology,Phones,62.98,3,0.40,-14.70,-23.34,"Negative Impact",2477.71
216,"Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Technology,Machines,1188.00,9,0.70,-950.40,-80.00,"Negative Impact",2477.71
217,"Standard Class",Corporate,"United States",Medina,Ohio,44256,East,Technology,Accessories,89.58,2,0.20,4.48,5.00,"Positive Impact",2477.71
218,"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,"Office Supplies",Storage,93.06,6,0.00,26.06,28.00,"No Discount",175851.33
219,"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Technology,Phones,302.38,3,0.20,22.68,7.50,"Positive Impact",175851.33
220,"First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Fasteners,5.58,2,0.20,1.81,32.44,"Positive Impact",2401.16
221,"First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Paper,22.70,6,0.20,8.23,36.26,"Positive Impact",2401.16
222,"First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Binders,19.78,4,0.70,-13.84,-69.97,"Negative Impact",2401.16
223,"First Class",Consumer,"United States",Dublin,Ohio,43017,East,Furniture,Furnishings,72.70,4,0.20,19.08,26.24,"Positive Impact",2401.16
224,"First Class",Consumer,"United States",Dublin,Ohio,43017,East,Technology,Machines,479.99,4,0.70,-383.99,-80.00,"Negative Impact",2401.16
225,"First Class",Consumer,"United States",Dublin,Ohio,43017,East,"Office Supplies",Art,27.17,2,0.20,2.72,10.01,"Positive Impact",2401.16
226,"Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Art,2.20,1,0.00,0.97,44.09,"No Discount",42446.94
227,"Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.00,136.94,22.00,"No Discount",42446.94
228,"Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Storage,21.98,1,0.00,0.22,1.00,"No Discount",42446.94
229,"Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,Furniture,Chairs,161.57,2,0.20,-28.27,-17.50,"Negative Impact",25283.34
230,"Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,Furniture,Chairs,389.70,8,0.20,43.84,11.25,"Positive Impact",25283.34
231,"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Binders,18.65,7,0.70,-12.43,-66.65,"Negative Impact",13693.33
232,"Standard Class","Home Office","United States",Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.05,-43.64,"Negative Impact",5196.10
233,"Standard Class","Home Office","United States",Tampa,Florida,33614,South,Furniture,Tables,620.61,3,0.45,-248.25,-40.00,"Negative Impact",5196.10
234,"Standard Class","Home Office","United States",Tampa,Florida,33614,South,"Office Supplies",Binders,5.33,2,0.70,-3.55,-66.60,"Negative Impact",5196.10
235,"Standard Class","Home Office","United States",Tampa,Florida,33614,South,Furniture,Furnishings,258.07,3,0.20,0.00,0.00,"Negative Impact",5196.10
236,"Standard Class","Home Office","United States",Tampa,Florida,33614,South,Technology,Accessories,617.98,3,0.20,-7.72,-1.25,"Negative Impact",5196.10
237,"Standard Class",Corporate,"United States","Santa Clara",California,95051,West,"Office Supplies",Paper,10.56,2,0.00,4.75,44.98,"No Discount",222.19
238,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Paper,25.92,5,0.20,9.40,36.27,"Positive Impact",48539.59
239,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.60,-356.73,-85.00,"Negative Impact",48539.59
240,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,11.69,3,0.60,-4.68,-40.03,"Negative Impact",48539.59
241,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Technology,Phones,31.98,2,0.20,11.19,34.99,"Positive Impact",48539.59
242,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Tables,177.23,5,0.50,-120.51,-68.00,"Negative Impact",48539.59
243,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,4.04,3,0.60,-2.83,-70.05,"Negative Impact",48539.59
244,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Art,7.41,2,0.20,1.20,16.19,"Positive Impact",48539.59
245,"Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.00,580.54,29.00,"No Discount",4260.95
246,"Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Storage,166.72,2,0.00,41.68,25.00,"No Discount",4260.95
247,"Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Paper,47.88,6,0.00,23.94,50.00,"No Discount",4260.95
248,"Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Appliances,1503.25,5,0.00,496.07,33.00,"No Discount",4260.95
249,"Second Class","Home Office","United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Paper,25.92,4,0.00,12.44,47.99,"No Discount",4260.95
250,"Second Class",Consumer,"United States","San Francisco",California,94109,West,Furniture,Chairs,321.57,2,0.20,28.14,8.75,"Positive Impact",112669.09
251,"Standard Class",Consumer,"United States","San Diego",California,92037,West,"Office Supplies",Paper,7.61,1,0.00,3.58,47.04,"No Discount",47521.05
252,"Standard Class",Consumer,"United States","San Diego",California,92037,West,Technology,Accessories,3347.37,13,0.00,636.00,19.00,"No Discount",47521.05
253,"First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Storage,80.58,6,0.00,22.56,28.00,"No Discount",256368.12
254,"First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Envelopes,361.92,4,0.00,162.86,45.00,"No Discount",256368.12
255,"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,Furniture,Furnishings,12.13,9,0.60,-8.49,-69.99,"Negative Impact",48539.59
256,"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,82.37,2,0.20,-19.56,-23.75,"Negative Impact",48539.59
257,"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,53.92,5,0.20,4.04,7.49,"Positive Impact",48539.59
258,"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,Technology,Phones,647.90,6,0.20,56.69,8.75,"Positive Impact",48539.59
259,"Second Class",Consumer,"United States","New York City","New York",10009,East,Technology,Accessories,20.37,3,0.00,6.93,34.02,"No Discount",256368.12
260,"Second Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Storage,221.55,3,0.00,6.65,3.00,"No Discount",256368.12
261,"Second Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,17.52,5,0.20,6.13,34.99,"Positive Impact",256368.12
262,"Standard Class",Corporate,"United States",Pasadena,Texas,77506,Central,"Office Supplies",Appliances,1.62,2,0.80,-4.47,-275.93,"Negative Impact",6590.16
263,"Second Class",Corporate,"United States",Houston,Texas,77036,Central,Technology,Machines,3059.98,3,0.40,-510.00,-16.67,"Negative Impact",64504.71
264,"Second Class",Corporate,"United States",Houston,Texas,77036,Central,Technology,Machines,2519.96,7,0.40,-252.00,-10.00,"Negative Impact",64504.71
265,"Standard Class",Consumer,"United States",Chicago,Illinois,60610,Central,Technology,Phones,328.22,4,0.20,28.72,8.75,"Positive Impact",48539.59
266,"Standard Class",Consumer,"United States",Brentwood,California,94513,West,Technology,Accessories,79.90,2,0.00,35.16,44.01,"No Discount",5090.12
267,"Standard Class",Corporate,"United States","Chapel Hill","North Carolina",27514,South,"Office Supplies",Art,14.02,3,0.20,4.73,33.74,"Positive Impact",14.02
268,"Standard Class",Consumer,"United States",Morristown,"New Jersey",7960,East,"Office Supplies",Fasteners,7.56,6,0.00,0.30,3.97,"No Discount",5033.10
269,"Standard Class",Corporate,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Storage,37.21,1,0.20,-7.44,-19.99,"Negative Impact",1611.98
270,"Standard Class",Corporate,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Envelopes,57.58,3,0.20,21.59,37.50,"Positive Impact",1611.98
271,"Second Class",Corporate,"United States","San Francisco",California,94110,West,"Office Supplies",Storage,725.84,4,0.00,210.49,29.00,"No Discount",112669.09
272,"First Class",Consumer,"United States","San Francisco",California,94109,West,Technology,Accessories,209.93,7,0.00,92.37,44.00,"No Discount",112669.09
273,"First Class",Consumer,"United States","San Francisco",California,94109,West,Furniture,Furnishings,5.28,3,0.00,2.32,43.94,"No Discount",112669.09
274,"First Class",Consumer,"United States","San Francisco",California,94109,West,"Office Supplies",Binders,10.92,3,0.20,4.10,37.55,"Positive Impact",112669.09
275,"First Class",Corporate,"United States",Inglewood,California,90301,West,"Office Supplies",Paper,8.82,2,0.00,4.06,46.03,"No Discount",3479.33
276,"First Class",Corporate,"United States",Inglewood,California,90301,West,"Office Supplies",Art,5.98,1,0.00,1.55,25.92,"No Discount",3479.33
277,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,11.65,2,0.20,4.08,35.02,"Positive Impact",109077.09
278,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,18.18,4,0.20,5.91,32.51,"Positive Impact",109077.09
279,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Storage,59.71,6,0.20,5.97,10.00,"Positive Impact",109077.09
280,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Labels,24.84,3,0.20,8.69,34.98,"Positive Impact",109077.09
281,"Second Class",Consumer,"United States",Houston,Texas,77070,Central,"Office Supplies",Binders,2.08,5,0.80,-3.43,-164.90,"Negative Impact",64504.71
282,"Second Class",Consumer,"United States",Houston,Texas,77070,Central,Technology,Phones,1114.40,7,0.20,376.11,33.75,"Positive Impact",64504.71
283,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Tables,1038.84,5,0.20,51.94,5.00,"Positive Impact",175851.33
284,"Standard Class",Consumer,"United States",Portland,Oregon,97206,West,"Office Supplies",Paper,141.76,5,0.20,47.84,33.75,"Positive Impact",4051.86
285,"Standard Class",Consumer,"United States",Portland,Oregon,97206,West,Technology,Accessories,239.80,5,0.20,47.96,20.00,"Positive Impact",4051.86
286,"Standard Class",Consumer,"United States",Portland,Oregon,97206,West,"Office Supplies",Paper,31.10,6,0.20,10.89,35.02,"Positive Impact",4051.86
287,"Second Class",Corporate,"United States",Tamarac,Florida,33319,South,"Office Supplies",Binders,254.06,7,0.70,-169.37,-66.67,"Negative Impact",1413.51
288,"Second Class",Corporate,"United States",Tamarac,Florida,33319,South,"Office Supplies",Appliances,194.53,2,0.20,24.32,12.50,"Positive Impact",1413.51
289,"Second Class",Corporate,"United States",Tamarac,Florida,33319,South,"Office Supplies",Supplies,961.48,5,0.20,-204.31,-21.25,"Negative Impact",1413.51
290,"Second Class","Home Office","United States",Columbus,Ohio,43229,East,"Office Supplies",Fasteners,19.10,7,0.20,6.68,34.97,"Positive Impact",38706.23
291,"Second Class","Home Office","United States",Columbus,Ohio,43229,East,"Office Supplies",Labels,18.50,8,0.20,6.24,33.73,"Positive Impact",38706.23
292,"Second Class","Home Office","United States",Columbus,Ohio,43229,East,Technology,Accessories,255.98,2,0.20,54.40,21.25,"Positive Impact",38706.23
293,"Second Class","Home Office","United States",Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.50,-48.70,-56.00,"Negative Impact",38706.23
294,"First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,Furniture,Furnishings,300.42,8,0.20,78.86,26.25,"Positive Impact",3694.03
295,"First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,Furniture,Chairs,230.35,3,0.20,20.16,8.75,"Positive Impact",3694.03
296,"First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,Furniture,Furnishings,218.35,3,0.20,-24.56,-11.25,"Negative Impact",3694.03
297,"First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,"Office Supplies",Binders,78.60,5,0.70,-62.88,-80.00,"Negative Impact",3694.03
298,"First Class",Corporate,"United States","Colorado Springs",Colorado,80906,West,"Office Supplies",Fasteners,27.55,3,0.20,9.30,33.76,"Positive Impact",3694.03
299,"Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Paper,32.40,5,0.00,15.55,47.99,"No Discount",1891.60
300,"Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Storage,1082.48,8,0.00,10.82,1.00,"No Discount",1891.60
301,"Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Paper,56.91,3,0.00,27.32,48.01,"No Discount",1891.60
302,"Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,Furniture,Furnishings,77.60,4,0.00,38.02,48.99,"No Discount",1891.60
303,"Standard Class",Corporate,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Binders,14.28,1,0.00,6.57,46.01,"No Discount",1891.60
304,"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Furniture,Tables,219.08,3,0.50,-131.45,-60.00,"Negative Impact",48539.59
305,"Second Class",Corporate,"United States","New York City","New York",10024,East,Furniture,Furnishings,26.80,2,0.00,12.86,47.99,"No Discount",256368.12
306,"Standard Class",Corporate,"United States",Taylor,Michigan,48180,Central,"Office Supplies",Art,9.84,3,0.00,2.85,28.96,"No Discount",353.70
307,"Standard Class","Home Office","United States",Lakewood,"New Jersey",8701,East,"Office Supplies",Binders,45.48,3,0.00,20.92,46.00,"No Discount",18192.06
308,"Standard Class","Home Office","United States",Lakewood,"New Jersey",8701,East,"Office Supplies",Art,289.20,6,0.00,83.87,29.00,"No Discount",18192.06
309,"First Class",Consumer,"United States",Arlington,Virginia,22204,South,"Office Supplies",Art,4.89,1,0.00,2.00,40.90,"No Discount",20214.53
310,"Second Class",Corporate,"United States",Arvada,Colorado,80004,West,Furniture,Furnishings,15.14,4,0.20,3.59,23.71,"Positive Impact",503.40
311,"Second Class",Corporate,"United States",Arvada,Colorado,80004,West,Furniture,Chairs,466.77,2,0.20,52.51,11.25,"Positive Impact",503.40
312,"Second Class",Corporate,"United States",Arvada,Colorado,80004,West,Furniture,Furnishings,15.23,1,0.20,1.71,11.23,"Positive Impact",503.40
313,"Second Class",Corporate,"United States",Arvada,Colorado,80004,West,"Office Supplies",Labels,6.26,3,0.20,2.04,32.59,"Positive Impact",503.40
314,"Standard Class",Corporate,"United States",Hackensack,"New Jersey",7601,East,Furniture,Furnishings,87.54,3,0.00,37.64,43.00,"No Discount",1456.16
315,"Standard Class",Corporate,"United States","Saint Petersburg",Florida,33710,South,Technology,Phones,178.38,2,0.20,22.30,12.50,"Positive Impact",1690.79
316,"Standard Class",Corporate,"United States","Saint Petersburg",Florida,33710,South,"Office Supplies",Paper,15.55,3,0.20,5.44,34.98,"Positive Impact",1690.79
317,"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Art,99.14,4,0.20,8.67,8.75,"Positive Impact",109077.09
318,"Standard Class","Home Office","United States","New York City","New York",10024,East,Furniture,Chairs,135.88,1,0.10,24.16,17.78,"Positive Impact",256368.12
319,"Standard Class","Home Office","United States","New York City","New York",10024,East,Technology,Machines,3991.98,2,0.00,1995.99,50.00,"No Discount",256368.12
320,"Standard Class","Home Office","United States","New York City","New York",10024,East,Technology,Phones,275.94,6,0.00,80.02,29.00,"No Discount",256368.12
321,"Standard Class","Home Office","United States","New York City","New York",10024,East,Technology,Accessories,360.00,4,0.00,129.60,36.00,"No Discount",256368.12
322,"Standard Class","Home Office","United States","New York City","New York",10024,East,"Office Supplies",Storage,43.57,1,0.00,13.07,30.00,"No Discount",256368.12
323,"Standard Class",Corporate,"United States","Long Beach",California,90805,West,"Office Supplies",Fasteners,7.16,2,0.00,3.58,50.00,"No Discount",13455.02
324,"Standard Class",Corporate,"United States",Hesperia,California,92345,West,"Office Supplies",Binders,251.52,6,0.20,81.74,32.50,"Positive Impact",1213.17
325,"Standard Class",Corporate,"United States",Hesperia,California,92345,West,Technology,Accessories,99.99,1,0.00,35.00,35.00,"No Discount",1213.17
326,"Second Class",Corporate,"United States",Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.99,1,0.20,1.00,6.25,"Positive Impact",337.32
327,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.90,3,0.40,-67.88,-23.33,"Negative Impact",109077.09
328,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Storage,54.22,2,0.20,3.39,6.25,"Positive Impact",109077.09
329,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.74,4,0.30,-258.50,-32.86,"Negative Impact",109077.09
330,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Labels,100.24,10,0.20,33.83,33.75,"Positive Impact",109077.09
331,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,37.76,6,0.70,-27.69,-73.33,"Negative Impact",109077.09
332,"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.80,2,0.40,-20.70,-25.00,"Negative Impact",109077.09
333,"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,20.72,2,0.70,-13.82,-66.70,"Negative Impact",109077.09
334,"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,4.90,3,0.70,-3.43,-70.00,"Negative Impact",109077.09
335,"Second Class",Consumer,"United States","Los Angeles",California,90045,West,"Office Supplies",Binders,4.75,1,0.20,1.60,33.68,"Positive Impact",175851.33
336,"Second Class",Consumer,"United States","Los Angeles",California,90045,West,Technology,Copiers,959.98,2,0.20,335.99,35.00,"Positive Impact",175851.33
337,"Second Class",Consumer,"United States","Los Angeles",California,90045,West,"Office Supplies",Binders,14.37,4,0.20,4.49,31.25,"Positive Impact",175851.33
338,"Standard Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,7.71,2,0.20,2.80,36.32,"Positive Impact",112669.09
339,"Standard Class",Corporate,"United States","San Francisco",California,94122,West,Furniture,Tables,698.35,3,0.20,-17.46,-2.50,"Negative Impact",112669.09
340,"Second Class",Consumer,"United States",Layton,Utah,84041,West,"Office Supplies",Fasteners,4.96,4,0.00,2.33,46.98,"No Discount",4.96
341,"Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Art,17.86,4,0.20,1.12,6.27,"Positive Impact",109077.09
342,"Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Binders,509.97,10,0.70,-407.98,-80.00,"Negative Impact",109077.09
343,"Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Fasteners,30.99,13,0.20,10.07,32.49,"Positive Impact",109077.09
344,"Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.93,12,0.40,8.39,11.66,"Positive Impact",109077.09
345,"Standard Class",Consumer,"United States",Austin,Texas,78745,Central,"Office Supplies",Storage,88.80,4,0.20,-2.22,-2.50,"Negative Impact",6058.01
346,"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Phones,47.98,3,0.20,4.80,10.00,"Positive Impact",112669.09
347,"Standard Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Art,7.56,3,0.00,3.10,41.01,"No Discount",4837.93
348,"Standard Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Paper,24.56,2,0.00,11.54,46.99,"No Discount",4837.93
349,"Standard Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Art,12.96,2,0.00,4.15,32.02,"No Discount",4837.93
350,"First Class","Home Office","United States","New York City","New York",10009,East,Technology,Accessories,6.79,1,0.00,2.31,34.02,"No Discount",256368.12
351,"First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Paper,24.56,2,0.00,11.54,46.99,"No Discount",256368.12
352,"First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Binders,3.05,1,0.20,1.07,35.08,"Positive Impact",256368.12
353,"First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Paper,49.12,4,0.00,23.09,47.01,"No Discount",256368.12
354,"First Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Binders,4355.17,4,0.20,1415.43,32.50,"Positive Impact",256368.12
355,"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,388.70,6,0.20,-4.86,-1.25,"Negative Impact",256368.12
356,"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Envelopes,8.26,2,0.00,3.80,46.00,"No Discount",256368.12
357,"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Art,17.04,4,0.00,6.99,41.02,"No Discount",256368.12
358,"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Paper,34.40,5,0.00,15.82,45.99,"No Discount",256368.12
359,"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Paper,36.24,5,0.20,11.33,31.26,"Positive Impact",13693.33
360,"First Class",Corporate,"United States",Columbus,Georgia,31907,South,"Office Supplies",Appliances,647.84,8,0.00,168.44,26.00,"No Discount",38706.23
361,"First Class",Corporate,"United States",Columbus,Georgia,31907,South,"Office Supplies",Labels,20.70,2,0.00,9.94,48.02,"No Discount",38706.23
362,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Labels,20.70,2,0.00,9.94,48.02,"No Discount",256368.12
363,"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,488.65,3,0.10,86.87,17.78,"Positive Impact",256368.12
364,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Art,5.56,2,0.00,1.45,26.08,"No Discount",256368.12
365,"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Furnishings,47.12,8,0.00,20.73,43.99,"No Discount",256368.12
366,"Standard Class",Consumer,"United States","San Francisco",California,94109,West,"Office Supplies",Storage,211.96,4,0.00,8.48,4.00,"No Discount",112669.09
367,"Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,"Office Supplies",Binders,23.20,4,0.00,10.44,45.00,"No Discount",2126.28
368,"Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,"Office Supplies",Supplies,7.36,2,0.00,0.15,2.04,"No Discount",2126.28
369,"Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,"Office Supplies",Storage,104.79,7,0.00,29.34,28.00,"No Discount",2126.28
370,"Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,Furniture,Bookcases,1043.92,4,0.00,271.42,26.00,"No Discount",2126.28
371,"Standard Class",Consumer,"United States",Harlingen,Texas,78550,Central,"Office Supplies",Paper,25.92,5,0.20,9.40,36.27,"Positive Impact",471.39
372,"Standard Class",Consumer,"United States",Harlingen,Texas,78550,Central,"Office Supplies",Storage,53.42,3,0.20,4.67,8.74,"Positive Impact",471.39
373,"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Binders,8.16,5,0.70,-5.71,-69.98,"Negative Impact",6313.00
374,"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,Technology,Accessories,1023.94,8,0.20,179.19,17.50,"Positive Impact",6313.00
